currentLocation,count
POINT (-865.6352953296597 4903.159985587425),1
POINT (-865.6929605643113 5519.158575555272),1
POINT (-865.8215617817532 4896.887662285888),1
POINT (-866.1303344541913 4886.82501941239),1
POINT (-866.4979790355725 4874.843790317194),1
POINT (-867.2618942738709 5536.688833570918),1
POINT (-867.4447652002563 5538.729615641759),1
POINT (-867.6742259173479 4836.510889257929),1
POINT (-867.7693467297348 5542.351843510226),1
POINT (-868.2259970271936 5547.447917326432),2
POINT (-868.2878276046283 5548.137927140198),1
POINT (-868.4913960807801 4809.8799978109355),1
POINT (-869.3337536847424 3866.7458748468152),2
POINT (-869.4048036998649 4801.0520632181715),1
POINT (-869.840476711381 5565.46500324791),1
POINT (-870.7563568970724 5575.685938302714),7
POINT (-871.5338578961827 4783.461601301985),1
POINT (-872.0645382780967 4403.71235738677),1
POINT (-872.105365273205 5590.740447851285),2
POINT (-872.2248930081264 3682.2471222642475),1
POINT (-872.579529911561 5596.031976207982),1
POINT (-872.6103631687096 4415.091981351046),1
POINT (-873.1414788976313 5602.303150298729),1
POINT (-873.2330227310861 5603.324750712218),1
POINT (-873.2934036515115 4768.92405563855),1
POINT (-873.3760223999062 4050.047858289806),1
POINT (-873.6208467295155 5607.652744660084),1
POINT (-873.8505325681116 5610.2159664394985),1
POINT (-873.9466427758178 5611.28852615464),1
POINT (-874.3765357315025 5616.085996445205),1
POINT (-874.4082533006459 5616.4399545495235),1
POINT (-874.9008913318416 4064.024327826162),1
POINT (-874.9378821246627 1547.462954530551),6
POINT (-874.9630761294 5622.430680697582),2
POINT (-875.2998886974191 4752.34627248654),1
POINT (-875.3789381088395 4287.345842136345),1
POINT (-875.7845280377637 5628.719671236097),1
POINT (-875.9085978929771 5629.669543209864),1
POINT (-876.1803576281427 4456.703640128106),1
POINT (-876.2723422136204 5632.454349682006),1
POINT (-876.4284383885715 5633.649413394648),2
POINT (-876.8079483567805 3758.1063954639717),1
POINT (-876.8792504162421 3764.4535842123837),3
POINT (-876.9828780685127 3773.678342564129),1
POINT (-877.0321548133302 3778.064875051762),1
POINT (-877.084135245149 3787.9188829184104),1
POINT (-877.1091973391183 3784.9230704043775),1
POINT (-877.467531465707 4466.606447717239),1
POINT (-877.7067793106279 1558.2097564607955),11
POINT (-877.7254218897172 4468.590514805554),1
POINT (-878.9264069960477 5652.773723385259),1
POINT (-879.0138559973296 4478.503018219318),1
POINT (-879.4000078541312 5656.399585453621),1
POINT (-879.6508261724598 5658.319836675627),9
POINT (-879.8319073979518 4484.796655785563),1
POINT (-879.9344320857009 4112.377245435696),1
POINT (-880.3135473071032 5663.393593158522),1
POINT (-880.3533676369169 5663.698455408995),1
POINT (-880.3746497330914 4708.699017077301),1
POINT (-880.4058590107347 4489.212323833647),1
POINT (-880.4128869988575 4215.8931676164375),1
POINT (-880.415756624561 4708.294948057296),1
POINT (-881.2281856322891 4203.187151803249),1
POINT (-881.9548537805462 4191.862397162325),1
POINT (-882.0719474960018 1561.907626647738),8
POINT (-882.4611211922202 4183.972476249105),1
POINT (-882.5390248807071 4182.758386764306),4
POINT (-883.2492691141423 4680.44232836499),1
POINT (-883.4558554032027 4678.411644059202),1
POINT (-883.593300715607 1541.1523578040474),16
POINT (-883.650163839613 1563.1820416780627),15
POINT (-884.4696263727865 5695.212305435261),1
POINT (-884.5577304526811 4667.580526563018),1
POINT (-884.7163115333274 5697.1009134290325),1
POINT (-884.9261754361642 4663.958817451014),1
POINT (-885.2966139548657 1555.9764946386085),1
POINT (-885.357148704399 5702.007127492892),1
POINT (-885.7045593226878 5707.062179489334),1
POINT (-885.7717750551792 4655.6468143499205),1
POINT (-885.8078898483193 5713.631659047239),1
POINT (-885.960159138166 5723.3125348661915),1
POINT (-886.2374682896254 5740.9431119933315),1
POINT (-886.2422807712642 5741.249076755974),2
POINT (-886.2486417735364 5741.653492335393),2
POINT (-886.3729742692502 5749.558221204083),1
POINT (-886.5823494191757 4647.679099516921),1
POINT (-886.5844134361439 5763.000960183299),2
POINT (-886.8589207886823 5780.453406398748),1
POINT (-886.9495027652481 5786.212367167857),1
POINT (-887.0276712295727 5791.182109896982),1
POINT (-887.1406640447118 5798.365892082455),1
POINT (-887.1720285777634 4641.882721556699),4
POINT (-887.9238997974027 4634.492041891371),1
POINT (-888.4039522622064 4601.370910742981),1
POINT (-889.160363468202 1570.1817975616611),8
POINT (-889.1935113644664 4621.191718593468),1
POINT (-889.2105576532114 4621.844562106569),1
POINT (-889.2125198743909 4621.825274031975),1
POINT (-89.31356174402559 1416.8040939440418),13
POINT (-891.636374764345 1544.823001044293),15
POINT (-893.4136521515941 1600.3189346940626),2
POINT (-893.8321909221762 1338.1707972613203),14
POINT (-895.2569930881962 1548.3743520027913),11
POINT (-896.6689787539233 1568.3209284212646),8
POINT (-899.3975193281615 1335.5535732264411),8
POINT (-9.229718009304452 3464.432334868954),40
POINT (-90.08031517165666 1431.9778294915325),20
POINT (-903.9851200898735 1585.1394786781782),11
POINT (-904.3387634014261 3680.4092367064686),4
POINT (-908.1914666711806 4861.74678294854),6
POINT (-908.5754531027765 5799.798526127016),1
POINT (-909.696599401348 1350.0485533884432),7
POINT (-91.00307736962901 1524.2056166913846),9
POINT (-910.0901415823956 1333.829870380902),10
POINT (-911.019048928239 4853.786158585597),1
POINT (-912.2959138440235 1600.4842398789037),1
POINT (-917.4314544628794 1571.7302484328704),12
POINT (-92.60471318609663 5320.25623098304),41
POINT (-922.0733960201869 5799.913765213441),1
POINT (-923.2987021173208 5799.924226300444),2
POINT (-924.9533367356287 4839.526896876605),6
POINT (-925.8096368278744 5799.945663479716),2
POINT (-926.688122437151 4616.502111388859),5
POINT (-927.2730630528213 1600.6153576686413),1
POINT (-928.7735315229057 5799.970967818237),1
POINT (-93.10830609619364 4741.264842302472),1
POINT (-93.29092385614096 1418.676971527719),8
POINT (-930.8105403277606 4257.687186818271),1
POINT (-932.23262350997 5800.000499918268),1
POINT (-932.261438540512 1530.3239069683714),1
POINT (-935.0794025289055 4615.319896456442),1
POINT (-935.6636579082742 5800.029792475806),1
POINT (-936.0244021552168 5800.032872340472),1
POINT (-944.4376170405202 4614.001453880885),1
POINT (-945.6781427221507 1601.076407533602),1
POINT (-95.17846364861066 3562.7527670847094),1
POINT (-95.94365413835277 1511.0056248351607),11
POINT (-950.6342007557982 5800.15760392764),2
POINT (-954.3403356285481 4256.61857202726),1
POINT (-954.9225995761577 5205.381701810892),1
POINT (-956.3131788077028 4256.528974588156),1
POINT (-957.8399334071364 3676.695910802657),4
POINT (-96.18247146631083 1559.0619379034958),1
POINT (-96.69680270236063 4105.300026724549),1
POINT (-96.88218281710921 3495.6462568131997),32
POINT (-960.9282572090401 1601.7378457014117),3
POINT (-963.9772395530129 5800.271520515562),1
POINT (-964.4241776798337 4567.748543452336),1
POINT (-965.473124479302 4556.2728761550525),1
POINT (-967.4756042384086 4534.365386188259),2
POINT (-968.7643428653137 1602.0777176508152),2
POINT (-980.7524257272685 3675.1056362115755),1
POINT (-981.7218378806529 4774.377841270679),2
POINT (-981.8489177720494 3675.0295325990232),10
POINT (-986.817947566211 5800.428775243561),6
POINT (-989.9836591517037 4767.738732749396),10
POINT (-99.32475527727685 4694.207141701719),14
POINT (-991.6638537173293 5800.42637163818),3
POINT (-994.5747002979143 4741.296341031029),19
POINT (-998.6434640163094 4441.021916680927),1
POINT (1.9755335623945705 5341.431450701076),38
POINT (10.797909131281251 4733.180882311563),1
POINT (1000.0418549601462 4059.6932760267405),1
POINT (1003.1303538975653 3752.554523883452),10
POINT (1004.1152674725888 4462.540163068401),1
POINT (1007.7528316733599 4474.998585922508),7
POINT (101.07354513452654 1661.200012423971),1
POINT (101.4348735930306 1661.220819225387),1
POINT (1011.6371106179822 4572.68963025417),28
POINT (1013.5643133086511 1595.2582051993372),1
POINT (1018.0347795444529 4470.350261716517),12
POINT (1029.566532663919 4059.5421995370325),1
POINT (103.29202415197068 1661.3277617093513),1
POINT (103.88574833855812 4100.300950125318),1
POINT (1033.4080922685016 424.13877539643045),26
POINT (1035.8068733613582 4059.5102679855145),1
POINT (1037.8595923020175 4532.253393288328),3
POINT (1044.708962788913 438.75125116862),1
POINT (1055.3626965504977 3659.1311457048146),4
POINT (1060.9437633037428 1260.5865662978981),38
POINT (1071.7663972500707 643.2237663609594),44
POINT (1073.5567193237298 3657.6338538940054),1
POINT (1077.2896455939563 3657.326649709179),2
POINT (1077.6979444315298 648.4427163702453),2
POINT (1081.345703863062 689.1167654655084),58
POINT (1081.355751102357 4535.710549334356),1
POINT (109.56866048526177 498.9941002913007),29
POINT (109.59145902250987 4910.247608054346),1
POINT (1090.8640437179035 3656.2095336430416),1
POINT (1098.8444415655485 3732.9374787574848),9
POINT (11.640180370107526 5229.4637979914505),38
POINT (110.29459020492618 509.20279882430367),1
POINT (110.97378413830647 1661.7701095255811),2
POINT (1100.9912538120886 4059.2243368119257),1
POINT (1103.368551491475 4536.477003287468),1
POINT (1111.8499917227487 3736.6098540611297),15
POINT (1112.2671876159025 4382.40941910014),20
POINT (1116.467827843134 3654.102449532274),1
POINT (1116.9255625243895 3731.0744138682417),8
POINT (1119.7246899927088 3721.4791967116525),17
POINT (1121.2624276690049 4384.829530205389),5
POINT (1122.0188867009601 4372.858271426755),11
POINT (1122.7448164206246 4383.066969959758),1
POINT (1123.8877850301797 4391.590023029645),10
POINT (1127.1335848077679 4537.30446746327),1
POINT (1132.8453468169039 4372.268554049141),6
POINT (1140.8803543372512 4059.0514028470234),1
POINT (1157.0706085503368 3961.295865663107),1
POINT (1160.3569836610059 3677.158239953999),9
POINT (1160.6733984961281 3298.5036358903326),1
POINT (1163.561875904216 3670.6208110265434),9
POINT (1164.0738962286796 1544.2252567547262),56
POINT (117.97788957121428 499.5218858411952),19
POINT (1173.3309459111763 3158.686042666584),44
POINT (1175.0720102138607 1558.1560150626235),1
POINT (1176.658806957914 3153.5278367726637),35
POINT (1177.24051365248 4536.401602373153),1
POINT (1178.218790586797 3681.6491440219893),10
POINT (1179.980241547522 4536.042736336499),1
POINT (1186.9602009739194 3164.371227730754),2
POINT (1194.0937142886232 3263.0399509679964),1
POINT (1195.8718307906815 3252.6025739598585),43
POINT (12.63182918207004 5340.500579439835),1
POINT (120.7438900575549 4044.859517641698),58
POINT (1202.876395710405 4060.5138264674615),1
POINT (1209.9860453247898 4886.716681195225),1
POINT (1211.775524482336 4017.058731753456),17
POINT (1212.1762869259765 4886.370451390932),45
POINT (1219.1291998627041 4530.914770331144),1
POINT (1219.2110639210114 3499.3456481089634),29
POINT (1219.8390028837468 3650.0191441696174),1
POINT (1222.542138809064 4061.2575378623937),1
POINT (1227.418350577647 544.2222199132481),44
POINT (1233.2266508482908 4061.6616005674236),1
POINT (1236.8571929820146 3263.0399509679964),2
POINT (1237.672759957125 509.5167099593709),2
POINT (1240.120830290805 3213.184734365052),55
POINT (1240.973758666241 513.0980997364184),41
POINT (1243.0355999900273 4528.035170561824),3
POINT (1245.728969235788 4062.134408363255),2
POINT (1245.9236702634607 3252.527900518728),48
POINT (1247.7570674966007 4770.987783190005),32
POINT (1247.7620145359363 4454.431592350587),1
POINT (1250.9156730394975 4062.330557102797),8
POINT (1251.3285623378465 4909.320822311027),50
POINT (1251.8007432813702 1567.863619897268),1
POINT (1252.282739663268 4062.382256294667),1
POINT (1254.089690625238 4852.6963917320545),34
POINT (1254.2387191852774 1545.2607913003292),29
POINT (1255.8371345137416 4527.436441448296),1
POINT (1256.3141156257354 1566.7972243994398),59
POINT (1259.3938123778416 1238.4213983032475),15
POINT (1259.7550319545578 4768.65403499302),1
POINT (1259.979334089288 1241.7735805503803),9
POINT (126.1745000180822 4911.545908143292),1
POINT (1260.0690060852146 1238.4867087839907),14
POINT (1260.2309944982098 1148.9964240517431),34
POINT (1264.9343138289976 4062.6372755688244),1
POINT (1265.5947789074503 1238.0169076256582),9
POINT (1267.1464684951388 3622.504787056491),49
POINT (1273.1741133539615 1176.0682488484108),36
POINT (1273.4344092361837 1252.930095226732),2
POINT (1273.5650927422346 3620.3684115523793),1
POINT (1274.2715913565519 1163.5051209752276),1
POINT (1274.9620550386078 4423.530931602868),57
POINT (128.79854468481162 4100.325538883143),1
POINT (1280.2240015585762 4526.295865116573),4
POINT (1280.7540438877543 4526.271074981195),1
POINT (1285.6383293078716 4726.877299229724),39
POINT (1295.5340668071733 4748.842825210253),36
POINT (1295.6136963748554 4525.576087474466),1
POINT (1299.4420599853365 4453.380068639174),53
POINT (1300.022125854812 4734.069216243433),43
POINT (1300.191531615812 4736.919919969827),1
POINT (1301.8046215175636 3618.213478596),31
POINT (1302.7868287678316 4525.24059931944),3
POINT (1304.2698900555138 3620.7559570413537),31
POINT (1304.8852088806348 3526.737489827947),1
POINT (1305.0254988424501 3611.747815603176),30
POINT (1307.8497381984043 3516.2782872080497),36
POINT (1308.0915448803137 4741.777586786875),37
POINT (1308.4011256519482 4426.230652612812),43
POINT (1309.4859527614321 3221.877213215748),1
POINT (1311.5125194359287 3615.960574934571),31
POINT (1312.2722771083413 3535.58422740479),55
POINT (1316.0728786715365 3227.6859640235043),61
POINT (1316.643421851585 4524.592525006302),1
POINT (1319.7393001413702 4062.9940754478835),1
POINT (1332.1388133221737 4063.0748006720096),1
POINT (1333.4539438125012 4708.237637665347),1
POINT (1333.6809441138707 4063.084840489862),1
POINT (1337.3022448084268 4570.477362833525),1
POINT (1337.7726554972821 4523.604308530629),2
POINT (1345.5340933308933 4063.1620086909998),1
POINT (1347.777006536632 4414.844064466031),1
POINT (1350.3418925721016 3600.404354060877),1
POINT (1350.3694749583929 3624.675974943453),1
POINT (1350.3840699707798 3637.5191206992245),1
POINT (1350.3911517156644 3643.7508305016736),2
POINT (1350.7311616281986 4380.496368826854),1
POINT (1350.7665583246055 3563.4325065972803),1
POINT (1351.3449515110083 3669.1955768797907),1
POINT (1351.9331136872468 4524.650381240714),1
POINT (1352.5680828618836 4167.979623539734),1
POINT (1352.7462696147077 4176.366512756236),2
POINT (1353.5018924757933 4198.479042775631),1
POINT (1354.109250628087 4211.11607212708),1
POINT (1355.095920075157 3527.4401264309754),1
POINT (1355.3693984279332 3986.8838394112713),1
POINT (1356.0913169612088 3756.7955045889803),1
POINT (1356.5598224679918 4303.00185801074),1
POINT (1356.5755598685525 3968.576558182298),1
POINT (1357.2760803942817 3509.3152471645494),1
POINT (1357.7233909110378 3505.5965072903823),2
POINT (1357.7433423875268 3265.1288681545407),68
POINT (1361.4132035746 4869.487329360185),8
POINT (1364.3996860961952 4825.113290698864),15
POINT (1366.2417429682478 4715.042752897177),2
POINT (1366.4084033785507 3439.080870649906),1
POINT (1367.9266119846243 4855.283897597215),8
POINT (1369.3417938982436 4525.947339522023),1
POINT (1369.9333953396522 4872.553500629061),15
POINT (137.36479578821195 4100.333993713782),1
POINT (1371.2511323320025 4061.9919027196647),4
POINT (1373.4967653748395 3390.254839252581),1
POINT (1376.3976505541523 4861.346259046002),2
POINT (1377.9714679658653 4815.722876970333),4
POINT (1377.9831810574326 3338.7586936934854),1
POINT (1379.155949542792 3296.0879928724094),1
POINT (1379.8778748152295 4712.286004027333),44
POINT (138.6197677781999 4100.335232362463),1
POINT (1382.4930050274947 4061.34596835752),1
POINT (1383.6879528994941 4821.151381978566),11
POINT (1384.297663818654 4827.6372093189275),7
POINT (1384.5960460271895 4527.083791474959),1
POINT (139.65121753823533 4100.336250396248),1
POINT (1392.726322535372 4018.5985518411057),1
POINT (1392.7788030499858 4019.4162268965247),2
POINT (1393.507763286533 4003.064152146481),1
POINT (1394.0815144521812 4004.7722964627524),1
POINT (1394.3453663639552 3996.0140950841815),2
POINT (1396.098791913942 3998.6580660612162),2
POINT (1396.6939727555941 4023.154569772365),1
POINT (1396.7126555297432 3996.5267232190254),1
POINT (1397.2331407102022 4009.799930667305),2
POINT (1397.409375498919 3999.614090568832),1
POINT (1397.8742735026544 4016.3467758285133),1
POINT (1398.058331254719 4010.5814803885714),1
POINT (1398.5133063818216 4011.9156115140845),1
POINT (1399.6362044832638 3999.4084555748773),1
POINT (1399.7466381301329 4281.26615178273),1
POINT (140.48501119579873 812.4529043932611),60
POINT (1401.1925094443807 4023.5997130940764),1
POINT (1401.440927704072 4011.690931569093),1
POINT (1402.1825475781554 3999.631877412239),1
POINT (1402.3320594785102 3998.7860617153856),1
POINT (1402.9663311258637 4009.8975527581033),1
POINT (1403.4703470621855 3484.602905910564),23
POINT (1404.4464039202733 4006.0496449091142),1
POINT (1404.7490621539002 4004.7034292584945),1
POINT (1405.6256573831636 4003.358713097911),3
POINT (1406.341601742542 3996.824079561082),1
POINT (1406.613291512334 4023.020609400106),1
POINT (1407.7107695149243 4010.4574815269225),21
POINT (1408.0184401355139 4001.273539244831),1
POINT (1409.0290920084833 4021.36391092556),1
POINT (1409.035739572044 3997.813023020251),1
POINT (1409.4888860169826 4000.0201045187846),2
POINT (1410.1221604672269 4021.0428800315576),1
POINT (1410.2789800237545 4000.1949353522537),4
POINT (1410.675298832694 3999.9982789070255),1
POINT (1410.878537963792 4001.0621699986254),1
POINT (1411.369570212324 4007.5550562144713),1
POINT (1411.5688050146657 4929.435840811374),34
POINT (1412.644760167943 3414.0178787864565),24
POINT (1413.5280578435902 4021.113182105799),1
POINT (1414.7791622923082 3331.7608931825744),56
POINT (1414.800828883157 4007.645368799118),1
POINT (1415.2332471699053 3959.820964822974),2
POINT (1415.5890432654378 4940.91794072539),34
POINT (1415.693667885209 3334.23105911133),21
POINT (1416.2366592228946 4016.344520670307),2
POINT (1416.2460722629849 4001.5312684282785),1
POINT (1416.5204690832297 3291.305110441908),1
POINT (1416.7772467963705 3999.945431077654),2
POINT (1417.6935332842122 3995.7847700049533),1
POINT (1418.6236894235562 4013.7912775104205),1
POINT (1419.3677400010602 4014.4432709699227),2
POINT (1419.406128618074 4921.012361040348),45
POINT (1420.1639208310576 4930.580077677792),1
POINT (1421.346901361906 4007.7007326570783),1
POINT (1421.610502189519 4008.400836281635),1
POINT (1424.5714011299426 4058.9282322131326),1
POINT (143.71651819741092 1663.655572874371),3
POINT (1436.0544802013912 4058.26843863991),1
POINT (1441.395217753673 4057.9615710923354),1
POINT (1441.908973794611 3293.3450424001876),4
POINT (1445.6612409995953 4057.7164543685576),1
POINT (1452.3904641090103 3293.7680235985076),1
POINT (1456.5963763830305 4531.8173119642615),4
POINT (1459.302104715404 3411.342454350615),42
POINT (147.52325037347782 1256.6462159902192),1
POINT (148.69781890552514 4031.6814836125395),45
POINT (1481.5136466940498 4030.699788444849),7
POINT (1484.932259626414 4029.7950543491843),7
POINT (1488.771724063298 4299.406229319363),8
POINT (1488.8432645870707 3503.579947354824),39
POINT (1488.943201362342 3319.92292314603),29
POINT (1489.1363131755288 3323.1177012933736),2
POINT (1491.2459124310647 4293.504057864491),14
POINT (1491.7960329571924 3427.9695688061133),1
POINT (1493.9115734394481 4027.657310634188),11
POINT (1495.8455901318048 3320.5815298143275),41
POINT (1496.4456131589884 4021.741043075247),1
POINT (1496.9438618070185 3428.2506460665654),34
POINT (1498.4522804234002 4291.027758691908),9
POINT (1499.0138236678185 4011.478496900578),7
POINT (15.49164600866518 5243.946538390235),1
POINT (150.68308740481737 4718.004585441525),1
POINT (1500.2081503822712 4533.270835558453),1
POINT (1500.798809887274 3323.391011908242),39
POINT (1505.0349222545558 4297.647966152137),10
POINT (1508.409251855163 4027.5026640035085),14
POINT (1508.68272780857 4295.089539713224),9
POINT (1509.076913208807 4301.560312797155),11
POINT (152.90354589700098 4100.349330352753),1
POINT (1523.799196451084 4009.941627609541),13
POINT (1525.8068289751614 4031.119648379075),14
POINT (1529.4131649501976 4053.8828486276298),1
POINT (1529.8829521152975 4010.9154389605637),8
POINT (153.93341519790056 1664.2439044656796),1
POINT (153.96175336822688 1664.245536295857),1
POINT (1533.3260619203056 4014.6422746462354),12
POINT (1535.4111740520664 4021.741043075247),2
POINT (1539.9637268315137 4010.9259410759796),10
POINT (1545.9633923125773 4533.875900964501),1
POINT (1547.9485815780374 3291.2519670713996),1
POINT (1554.6073197894364 3246.836464596033),19
POINT (1558.4196521675083 3290.6143464574516),1
POINT (156.81864446028183 4758.647420372665),8
POINT (1560.9512718584385 4532.562325117924),1
POINT (157.84568015508987 4764.189853867621),12
POINT (1573.5085335090662 4042.3890107387842),41
POINT (1578.7520452307883 4035.5684495070177),30
POINT (158.42238503548967 4763.677729768287),4
POINT (1591.8298888318336 4013.7639158217444),45
POINT (1593.5571897897012 4025.408786366203),27
POINT (1595.9348069502726 4037.668795448345),44
POINT (1596.0354685607037 4529.487456972393),1
POINT (1596.9855257378151 4040.0966203931084),28
POINT (160.2732356729033 4100.35660418563),1
POINT (1601.3567543010552 4018.464562858439),36
POINT (1603.441866432816 4025.5633312874506),2
POINT (1606.9192573257446 4528.533574070062),2
POINT (1614.9198714543998 4216.591385736994),10
POINT (1619.027599662018 4056.76693660654),2
POINT (1626.36173317109 4226.189405838731),1
POINT (163.05876545525672 4036.153564956029),1
POINT (1632.7879721294803 4219.229827212452),11
POINT (1633.4086345568762 4461.730793578187),45
POINT (1634.6997407279878 4218.000804286308),9
POINT (1636.5740476806636 4229.983659496731),6
POINT (1637.6890910388786 4525.8368276594),1
POINT (1638.0187036572258 4230.17519528173),14
POINT (165.9018666944367 4785.290111277072),21
POINT (1655.6397252077927 4059.6306903851005),1
POINT (1657.8858614800185 3286.0590567552754),1
POINT (1658.8877889233138 4523.3928383436505),1
POINT (1664.1397670936658 4522.65300719827),1
POINT (1665.1410473632304 4060.4702951219006),2
POINT (1670.3113113783324 4060.9271766049796),1
POINT (1671.7379798115974 4061.0532472249224),1
POINT (1677.934762896425 3228.4322363187243),38
POINT (1684.280587522862 4062.1616016911667),1
POINT (169.1698563576079 4777.190401984845),14
POINT (170.74694042286592 4771.135720847398),1
POINT (1707.054412521753 3353.9564355132256),26
POINT (1708.3835285447533 4064.2915098367625),2
POINT (1714.3338865616502 3363.864233591916),1
POINT (1717.835876212559 3409.851566604102),45
POINT (1721.263585544291 4514.6061382543985),1
POINT (1732.828627395453 4066.451653493701),1
POINT (1743.037507219923 5258.894946703521),51
POINT (1744.8682223403778 4067.5155581566046),1
POINT (1752.6841536194854 4025.7632729998827),11
POINT (1754.2589604810912 4019.6065806095503),8
POINT (1759.090486729114 4008.9871413653063),9
POINT (1760.9677030231485 5175.715272920123),25
POINT (1763.5225460548575 5317.804064506469),37
POINT (1764.6038707375765 4068.77821508088),1
POINT (1769.403996939719 4069.050012911854),3
POINT (1769.5603981169427 4233.489316626592),1
POINT (1770.5650484085725 3286.3888669699713),37
POINT (1771.3275804120506 3341.1956510570362),37
POINT (1773.7868044216448 4505.372080280006),1
POINT (1776.140234617675 4483.987907910276),1
POINT (1777.843957745278 4468.507223973947),1
POINT (1780.2174866687778 3286.2648681083224),2
POINT (1780.8649886363405 4069.698969325244),1
POINT (1782.3951213881348 3414.441176959483),43
POINT (1787.3850055442244 4506.150740087818),2
POINT (179.47290537136692 4768.0102800604545),13
POINT (179.69127315329342 4465.500720199805),1
POINT (1792.288740518518 3445.633257478743),1
POINT (1793.6070630120769 3456.5396868773805),31
POINT (1794.856951027348 3435.370711304074),39
POINT (1794.8957263783127 4347.313496349634),1
POINT (1795.1297501295278 3238.4053705049837),32
POINT (1795.160970373997 4339.618842749617),1
POINT (1795.5192268081335 4334.700344691962),5
POINT (1795.5749380515083 4338.747394073331),1
POINT (1795.6276682090001 4340.201578595402),1
POINT (1795.839576499523 4324.663729111967),1
POINT (1796.002059383532 4339.06509549031),3
POINT (1796.514770206896 4324.72903959271),2
POINT (1797.2337132741973 5137.778234811666),29
POINT (1797.2361037204557 4329.833109704166),2
POINT (1797.2799828265845 4340.774328296322),2
POINT (1797.882208899908 4341.506174232436),1
POINT (1798.0934965106721 4344.507273443553),1
POINT (1798.2523773132991 4329.856560314597),3
POINT (1798.5461538183595 4334.77191806578),1
POINT (1798.7329334466597 4336.532984159948),4
POINT (1798.8647720902827 4335.385706170589),1
POINT (1799.0072466724985 4353.614879874175),3
POINT (1799.402544553143 4338.514875175833),1
POINT (1799.8593856747405 4326.559125098938),3
POINT (1799.8662204446405 4333.974073650296),2
POINT (1799.8903881764522 4340.511541097497),1
POINT (18.358412861556058 94.94395411560458),50
POINT (18.422209722405302 5367.142858130735),53
POINT (180.50154575918322 1664.4585257434),1
POINT (1800.2277350976597 4339.2964248971),1
POINT (1800.27582828096 4348.551031339279),1
POINT (1801.7567625028437 4348.072776029592),3
POINT (1801.8056083262045 4328.1234000834065),4
POINT (1802.6344512327205 4504.951516485483),1
POINT (1802.7148544036409 4342.040254395089),3
POINT (1803.053154936849 4346.813099597393),2
POINT (1803.365424533359 4353.402110193593),1
POINT (1803.415918143365 4350.37966761851),1
POINT (1803.4615491107693 4341.308801539562),4
POINT (1803.9220385906856 4350.493469193825),1
POINT (1804.3519514210961 4328.346821920768),3
POINT (1805.1357349688044 4338.612497266632),2
POINT (1805.9268024060482 4329.789271685413),1
POINT (1807.434386189156 4353.336418852121),2
POINT (1807.5942032581186 4327.696244225975),1
POINT (1807.7950612261043 4332.073657606439),1
POINT (1808.4087778961466 4353.665938403892),1
POINT (1808.6236352197836 4329.1546204509),2
POINT (1808.7826953552747 4351.735553908635),1
POINT (1808.989527141895 4352.50141413982),1
POINT (1809.1287309108684 4324.887287666227),3
POINT (1809.430156164981 4330.064606965934),3
POINT (1809.4869059554069 4345.264833418701),1
POINT (1809.709221445996 4349.013194097231),1
POINT (1809.7906877413018 4343.171557494495),2
POINT (1809.880173357865 4339.172426035451),10
POINT (1810.0553797454925 4338.484093218718),2
POINT (1810.6959087202106 4350.484382026255),1
POINT (1811.02314196742 4347.695479105338),1
POINT (1811.135352664077 4338.993089897235),3
POINT (1811.3958188649674 4346.25878808984),7
POINT (1812.03822595247 4347.032662072294),1
POINT (1812.0704149590517 4338.826196231159),3
POINT (1812.2915643101676 4349.757824540086),2
POINT (1812.7463196557856 4342.61510834339),2
POINT (1812.9942262347672 4329.275333799617),2
POINT (1813.125404421128 4343.019036600784),2
POINT (1813.6225231313294 4353.955498594124),2
POINT (1814.1135831871466 4467.798948828751),1
POINT (1814.4424335098768 4330.3896856126985),6
POINT (1814.98579620458 5202.324736027698),58
POINT (1815.9257265764954 4352.283847978321),4
POINT (1816.1685312652548 5171.175206952844),42
POINT (1816.3064123162553 4332.212847409172),1
POINT (1817.6394222195413 4339.896567613748),1
POINT (1817.8316797733132 4338.634160972781),9
POINT (1817.8850493950974 4325.092979991429),2
POINT (1818.0809697822792 4342.460271065511),4
POINT (1818.2181809147628 4330.983824483029),1
POINT (1818.5642651613257 4329.3615217937395),3
POINT (1819.9885454528667 4337.516564501913),1
POINT (1820.5398221455368 4460.839370202472),50
POINT (1820.5900501759281 4343.566487050319),2
POINT (1821.2921090905468 4341.772530257485),1
POINT (1821.582508331752 4352.352185319103),1
POINT (1822.417758530007 4348.314272846177),1
POINT (1822.9020597862602 4339.537278879151),1
POINT (1823.7799060324596 4337.115780790164),1
POINT (1823.7996854297292 4346.982524683567),1
POINT (1823.8469521222557 4338.586228967277),1
POINT (1825.6893063694647 4072.237059329907),1
POINT (1831.7873304297461 5320.646245105632),38
POINT (185.23843469100197 4246.200004753868),1
POINT (1850.2213483451649 4501.209260449109),1
POINT (186.25930319587442 4230.839550168836),1
POINT (1860.4617301525504 4074.205980346557),1
POINT (1865.7827255941686 4074.507271387408),1
POINT (187.2199894670358 4295.90982011063),1
POINT (187.5603921116411 4299.4340286145325),1
POINT (188.06356958202056 4203.69173264736),1
POINT (188.22270216007544 4201.297351072706),1
POINT (188.61397305386186 4195.410110193234),9
POINT (188.70120860119997 4311.244968504725),1
POINT (188.80956091237616 4191.803018578759),1
